date,open,high,low,close,volume,dividends,stock_splits,capital_gains,returns,forward_return,label
2024-01-01,1448.945315866922,1465.8920447074709,1445.4147473584744,1460.5726318359375,2808451,0.0,0.0,0.0,,-0.01840332616493212,Sell
2024-01-02,1455.5355811804557,1458.5012814497022,1433.8814295846275,1444.6143798828125,5396313,0.0,0.0,0.0,-0.010926024221791342,-0.003323818320690508,Hold
2024-01-03,1431.0099267639569,1431.0099267639569,1400.9295302013422,1402.8125,7550363,0.0,0.0,0.0,-0.0289363587023157,0.02006702146914674,Buy
2024-01-04,1416.8875744672803,1430.821596173285,1405.5427510177758,1424.18408203125,7056038,0.0,0.0,0.0,0.015234810091334428,-0.012229795774650332,Hold
2024-01-05,1418.582205079393,1449.6040828896844,1418.1114626851406,1442.87255859375,8895403,0.0,0.0,0.0,0.01312223384483091,0.052331165146025205,Buy
2024-01-08,1439.4832774397032,1446.120791889042,1424.7020106289667,1433.6932373046875,4440136,0.0,0.0,0.0,-0.00636183787292266,0.08490929827332327,Buy
2024-01-09,1451.675429581847,1462.1258878294154,1436.5645526388157,1439.812744140625,4412074,0.0,0.0,0.0,0.004268351608773813,0.06686067066351975,Buy
2024-01-10,1435.7171978317997,1445.602788218323,1416.9346220683428,1430.9627685546875,4096845,0.0,0.0,0.0,-0.006146615677596112,0.07914994198736824,Buy
2024-01-11,1435.6702550988025,1435.7643805973064,1399.6113397659765,1406.7666015625,11296088,0.0,0.0,0.0,-0.01690901225657071,0.09931742089190854,Buy
2024-01-12,1470.5994024363956,1523.3225564289937,1464.3856251298819,1518.3797607421875,26754401,0.0,0.0,0.0,0.07934021113077216,0.028801629641099336,Buy
2024-01-15,1548.6954842465418,1567.5251815652139,1540.2692406673768,1555.4271240234375,13228305,0.0,0.0,0.0,0.024399273646232622,-0.006022574530537006,Hold
2024-01-16,1548.5542635934448,1552.0377114243083,1529.9128183588118,1536.07958984375,6500917,0.0,0.0,0.0,-0.012438727524334947,0.026876328518693038,Buy
2024-01-17,1525.4408120839046,1551.0962739751476,1525.4408120839046,1544.223388671875,9209876,0.0,0.0,0.0,0.005301677648716918,0.017619849935313736,Buy
2024-01-18,1546.5301524412396,1552.5085584102292,1532.9727472598277,1546.4830322265625,6375464,0.0,0.0,0.0,0.0014632880004692428,0.008523150871010632,Hold
2024-01-19,1554.9563105966838,1568.0429726211407,1547.9422946366542,1562.111572265625,4522736,0.0,0.0,0.0,0.010105859368247483,-0.004670926788206242,Hold
2024-01-23,1553.5442072103745,1576.7047127157934,1541.8697714896578,1546.0594482421875,9401255,0.0,0.0,0.0,-0.010275913902971778,0.011417872696297682,Hold
2024-01-24,1562.7707540892902,1581.6945769350064,1548.7426065821937,1577.36376953125,8999681,0.0,0.0,0.0,0.02024781215538285,-0.010952684169127425,Hold
2024-01-25,1575.0570668097866,1582.2124437614616,1560.9819139785684,1571.432373046875,8865304,0.0,0.0,0.0,-0.0037603225070509394,0.014528740153749276,Hold
2024-01-29,1567.7136826985916,1581.0827229768895,1551.1905759055196,1559.6639404296875,4253785,0.0,0.0,0.0,-0.007488984457135417,0.01847149595824993,Buy
2024-01-30,1565.171396519599,1591.1093493392334,1551.8023580167996,1554.8150634765625,4995943,0.0,0.0,0.0,-0.0031089241902900744,0.04723120629627986,Buy
2024-01-31,1551.8023522623284,1569.6905638157846,1542.2462583680392,1563.712158203125,6763779,0.0,0.0,0.0,0.00572228487847859,0.01977840628325067,Buy
2024-02-01,1562.4411142962754,1578.8699777539653,1553.7793853545775,1560.08740234375,5760011,0.0,0.0,0.0,-0.0023180454538003215,0.0211521133099577,Buy
2024-02-02,1568.5608388941694,1617.941672001784,1567.5722338568344,1594.2633056640625,7858483,0.0,0.0,0.0,0.021906402980351958,-0.014173054710856392,Hold
2024-02-05,1595.5815235195898,1601.2304328815121,1583.4363454059862,1588.4732666015625,3634135,0.0,0.0,0.0,-0.003631795978700225,-0.004208096152910734,Hold
2024-02-06,1588.0494991796102,1631.5931715300217,1575.9984476716934,1628.2508544921875,7694265,0.0,0.0,0.0,0.025041395865431637,-0.02596195966437631,Sell
2024-02-07,1627.8272320398985,1627.8272320398985,1588.1436244214153,1594.639892578125,4613877,0.0,0.0,0.0,-0.020642373269040837,-0.01626565742626862,Sell
2024-02-08,1598.6413316478238,1606.5027074369461,1584.330807394356,1593.0865478515625,5919715,0.0,0.0,0.0,-0.0009741037671214814,-0.009308026127604396,Hold
2024-02-09,1586.1194941932167,1593.8397389846994,1562.6766131725003,1571.667724609375,4600004,0.0,0.0,0.0,-0.013444858517619784,0.019348817586066547,Buy
2024-02-12,1572.6093402312206,1593.8868768043424,1572.6093402312206,1581.788818359375,3555808,0.0,0.0,0.0,0.006439715972735627,0.011695619405875046,Hold
2024-02-13,1584.518924068217,1590.2619583832927,1566.1599704025425,1585.978271484375,2696481,0.0,0.0,0.0,0.002648554014527127,0.0004156297090269767,Hold
2024-02-14,1563.0531172122069,1571.7618521594686,1539.7984871618103,1568.7020263671875,3768579,0.0,0.0,0.0,-0.010893115894342054,-0.006391660850559866,Hold
2024-02-15,1578.870044759722,1588.9910065851047,1564.3711555313787,1578.258056640625,4834391,0.0,0.0,0.0,0.006091679689843588,0.0029826538449342355,Hold
2024-02-16,1590.1678309849335,1608.997527029752,1589.1792259716428,1602.07763671875,4880654,0.0,0.0,0.0,0.01509232281622297,-0.01457404706717813,Hold
2024-02-19,1605.2316136506747,1611.3512649637125,1588.943880338882,1600.288818359375,3690993,0.0,0.0,0.0,-0.0011165615937556161,-0.023297491312832208,Sell
2024-02-20,1586.4020799433968,1595.110815397092,1571.1029500923107,1586.637451171875,3706389,0.0,0.0,0.0,-0.008530564627387327,-0.012846854690209852,Hold
2024-02-21,1576.0457659509111,1576.0457659509111,1549.0251945486223,1558.6754150390625,4300508,0.0,0.0,0.0,-0.017623456519420988,0.009483134068241528,Hold
2024-02-22,1567.5722005233338,1586.0252797181995,1548.1776365233488,1582.9654541015625,5841277,0.0,0.0,0.0,0.015583769929348179,-0.004430948298817072,Hold
2024-02-23,1597.6998249586602,1599.064932049705,1574.0685776987198,1578.7288818359375,5373072,0.0,0.0,0.0,-0.002676351688312484,,
2024-02-26,1576.9400103998594,1576.9400103998594,1548.742584990576,1563.006103515625,2782438,0.0,0.0,0.0,-0.009959137696922471,,
2024-02-27,1563.8063128021718,1573.315286661556,1556.0861831168934,1566.254150390625,5159088,0.0,0.0,0.0,0.002078076897904735,,
2024-02-28,1572.2796869156693,1589.0381630824766,1564.7949283890164,1573.45654296875,3188916,0.0,0.0,0.0,0.0045984826768559195,,
2024-02-29,1567.5721783829442,1583.8127910418666,1556.5568522895687,1575.951416015625,7814722,0.0,0.0,0.0,0.0015856002239298395,,
